title,location,desc,price,bath,bed,toilet,area
2 bedroom flat / apartment for rent,"Off Road 14, Lekki Phase 1, Lekki, Lagos",Specious 2 bedroom flat to-letlekki phase onerent:3magency:10%legal:10%caution:1...,3000000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
3 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","We are delighted to bring to the market this 3 bedroom furnished flat for rent, located in the heart of lekki phase one, close to the most vibrant areas in lekki phase 1.the property comprises of a large sitting room complete with a kitchen, a modern tiled bathroom, 3 large bedrooms boasting of fitted kitchen and cabinets.the house is located on one of the finest and best location in lekki phase 1.rent is 4,500,000 naira per year.service charge is 1,700,000 naira per yearagency and legal fees is 10% of rent each.located in a clean and quiet part of lekki phase1.features of the apartment includes:fully furnishedfully fitted open kitchenette24 hours uninterrupted electricitydstvcleaning of common areasecurityclean water supplyvery serene environment..private conceirge..this is exactly what you have been looking for!!.stop the search and call michael now on 0-8-0-8-4-6-0-1-1-9-3 to book an inspection today..call him now 08084601193.he is waiting for your cal...",4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
Plaza / complex / mall for rent,"Lakowe, Ibeju Lekki, Lagos","Commercial building on 3 floors suitable for showroom, supermarket, corporate office, etcrent: n4m per annumlocation: lekki-epe expressway, lakowe-ibeju lekkifeatures:- brand new- open plan- spacious compound- large external parking l...",4000000,,,,lekki
Restaurant / bar for rent,"Orchid Road, Lekki Phase 2, Lekki, Lagos","Spacious space sizepurpose built facility ideal for bar/ loungethis is a very spacious restaurant space at a strategic location at 2nd toll gate lekki directly facing a busy roadfor lease: purpose built facility ideal for a bar/lounge,hotel etc.price : 72,000 per square meterslightly negotiablephysical inspection will convince you further.chisom chiejina, realtorthe dolyn global investment limited.09072908239[email protected]",15000000,,,,lekki
Self contained (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos","Available to letroom self-containannual rent is 750kagreement & agency fee is 150kservice charge is 350krefundable caution fee is 100ktotal package is 1. 350knote: inspections fee: 5k@ lekki phase 1,lekki la...",750000,,,,lekki
4 bedroom terraced duplex for rent,"Chevron Tollgate, Lekki, Lagos","Massive 4 bedroom terrace duplex with bq for rent in a gated estatelocation: chevron toll gate, lekki.rent: 3.5mlegal: 10%agency: 10%caution: 200kfeatures:neatly finishedwater treatment plantall rooms ensuitemassive living roommassive masters bedroomsquality spanish tilesample parking spacestamped concrete floorsecured mini estate with uniformed security.fully fitted kitchenserenitywater heaterspop ceilingprepaid metercontact doan property investment today to book for inspection: 09134669...",3500000,4 Bathrooms,4 Bedrooms,,lekki
4 bedroom semi-detached duplex for rent,"Lekki Scheme2, Ajah, Lagos","For more inquires, call 09093662...",2200000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
3 bedroom flat / apartment for rent,"Off Harry Olushola Way, Lekki Scheme 2, Lekki Phase 2, Lekki, Lagos",Well maintained and spacious 3 bedroom apartments for rent at lekki scheme 2. will be fully vacant by november ending. rent is 1...,1500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
Self contained (single rooms) for rent,"Lekki County Homes, Ikota, Lekki, Lagos","New listing alert!*extremely beautiful and spacious room self contained in a shared apartment duplex to share a very beautiful and spacious kitchen only** secured estate with clean water, flood free / good road network and constant electricity**location*megamound estate, lekki county homes, lekki *rent* : 1.5m*caution* : 150k*service charge*: 200k*agency*: 10%*legal*: 10%*pay and pack in immediately.*for inspection please contact wealthy properties via whatsapp: 07039996459*please note: we several rooms available. range from 800k to 1.5m. depends on how beautiful the room is and the space of the ro...",1500000,,,,lekki
3 bedroom house for rent,"Megamound Estate, Lekki County Homes, Ikota, Lekki, Lagos","​*new listing alert!*3 bedroom apartment** *fully serviced** and* *24hrs light**location*megamound, lekki note: household properties will be move out.*rent* : 3m*caution* : 300k*service charge*: 360k*agency*: 10%*legal*: 10%*total package: 4,260,0...",3000000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom terraced duplex for rent,"Ikate Elegushi, Lekki, Lagos","Flawless 4 bedroom terrace duplex with 24hrs light for rent in a gated estatelocation: ikate elegushi, lekki.rent: 6mlegal: 10%agency: 10%service charge: 60k monthlytotal package: 7.5m (excluding service charge)features:brand new24hrs power supplywater treatment plantall rooms ensuitemassive living roommassive masters bedroomsquality spanish tilessurround sound systemample parking spacestamped concrete floorsecured estatefully fitted kitchen with smoke extractor, microwave, oven.serene environmentwater heaterspop ceilingjacuzzicontact doan property investment today to book for inspection: 09134669...",6000000,4 Bathrooms,4 Bedrooms,,lekki
Plaza / complex / mall for rent,"Facing The Lekki Epe Expressway, Idado, Lekki, Lagos",A very spacious shop/office space directly facing lekki-epe express way for rent!!!location: idado/aguugi lagosprice: 4.7m per annumother charges :agency 10%legal 10%service charge: 250kfeatures- directly facing lekki-epe express way- 24 hours security- pop ceiling- enough parking space.-------------------------------------------------08164276682[email protected]--#lekkirealtor #lekkilagos #luxurylife #affordablepropertiesinlekki #affordablepropertiesinlagos #lagos #realestate #realestateagent #2020 #nigeriaproperties #propertyhub #nigeria #lagos life #lagoslifestyle #dope #luxury #luxuryhomes #africa #africanhomes #africanproperties #nigeriarealestate #dubai #dubailifestyle #design #homedesigns #nigerianrealestate #realestatelagos #realestatenige...,4700000,,,,lekki
4 bedroom terraced duplex for rent,"Fatai Kaffo Street, Agungi, Lekki, Lagos","Luxury, serviced, fully furnished 4 bedroom terrace duplex at fatai kaffo street, agungi, lekki going for n6m per annum, service charge is n45k monthly, diesel deposit is n10...",6000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
3 bedroom flat / apartment for rent,"Lekki Scheme 2, Ajah, Lagos",,1500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
3 bedroom semi-detached duplex for rent,"Lekki Scheme 2, Ajah, Lagos",,2500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
2 bedroom flat / apartment for rent,"Whitesand Beach Estate, Ologolo, Lekki, Lagos",Well maintained self serviced 2 bedroom flat in a very serene and secured estate opposite osapa london lekki.features:all rooms en-suitemodern fittings and lightingserene and secured estate24hrs securitytop notch water treatmentand more...for inquiries and inspections;call: 08066278...,2500000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
5 bedroom detached duplex for rent,"Megamound Estate, Lekki County Estate, Ikota, Lekki, Lekki, Lagos","Stunning 4 bedroom duplex in the top tier megamound estate, lekki county homes, ikotaannual rent: ₦4.5magency: 10%legal: 10%title: governor consentfor enquiries & private viewing arrangements:08188778337[email protected]this magnificent home features;-study room-modern design,-quality interior fittings,-gated estate,-spacious compound,-secured estate,-fully fitted kitchen,-family lounge,-bq,-all rooms en-suite,-spacious master bedroom,-serene neighbourhood,-water supply,-cctv, ...",5000000,5 Bathrooms,5 Bedrooms,5 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Ikota Villa Estate, Ikota, Lekki, Lagos","To letself serviced 4 bedroom semi detached duplexprice: 3.8mlocation: ikota villa estate, lekkifeatures: en-suite rooms, gas cooker, heat extractor, pantry, family lounge, in-built speakers, 24/7 securi...",3800000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Chevron 2nd Toll Gate, Lekki, Lagos","To letself serviced 4 bedroom semi detached duplex with a bqprice: 4.5mlocation: chevron 2nd toll gate, lekkifeatures: en-suite rooms, microwave, oven, heat extractor, gas cooker, pantry, boy's quarter, family lounge, in-built speakers, led lightenings, jacuzzi, 24/7 securi...",4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
Self contained (single rooms) for rent,"Osapa London, Osapa, Lekki, Osapa, Lekki, Lagos","Beautifully built tastefully finished serviced 4 bedroom terrace duplex shared apartment in a quiet and lovely estate at osapa london, lekki, lagos.rent : 800kagency: 10%legal:10%caution:50kservice charge: # 400k per annumtotal package: #1,360,000service charge includegenerator and diesel for a yearsupply of clean and treated water, security services, cleaning of common area, evacuation of septic tank, refuse disposal, maintenance of estate generator and general facilities.generator comes upduring the week 7pm to 9amweekend and holidays additional 2pm to 4pmnepa light will be discussed by occupants on a monthly bas...",750000,2 Bathrooms,,3 Toilets,lekki
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","Brand new fully serviced 3bedroom apartment with bq, elevator and 24hrs light in ikate, lekkirent:1st to 3rd floor: #4.5m4th to 6th floor: #5mservice charge: #1.5mcaution: 350kagency: 10%legal: 5%power: 40k monthlyfixed charge: 50k monthlysemi direct bri...",4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
Self contained (single rooms) for rent,"Ologolo, Lekki, Lagos","A cute selfcon(bq), with running water.location: ologolo lekkiit just a drive away from the expressway, accces road is motora...",250000,,,,lekki
5 bedroom detached duplex for rent,"Megamound Estate, Lekky County Homes, Lekki Phase 2, Lekki, Lagos","Newly built and well finished 5 bedroom fully detached duplex with a room service quarter and swimming poolrent: n8million per annumlocation: megamound estate, lekky county homes ikota lekki lagosfeatures:- fully installed air conditioners- 2 large living rooms- all rooms en-suite and well ventilated- security doors in all entries- jacuzzi- cctv cameras- 24 hrs estate security- fully fitted kitchen (refrigerator, cooker, extractor, microwave, washing machine)- green areas- beautiful lightings- stamp concrete floor- swimming pool- all round sound system- a room service quarteretcfor more enquires and arrangement to view please call nnenna 08083233...",8000000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
1 bedroom mini flat for rent,"Road 4, Ikota, Lekki, Lagos","Spacious one bedroom miniflat in road 4, lekky county, ikota, lekki.rent: 850klegal: 85kagency: 85kcaution: 50kservice charge: 56,250 annually (security man's salary, waste disposal and septic ta...",850000,,,,lekki
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",To letvery affordable spacious 3bedroom flatinside lekki phase 1the cheapest dealrent: 3. 5magency :350kagreement : 350kcaution :200service charge: ...,3500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Chevron Drive, Lekki, Lagos",To let furnished 4 bedroom semi detached duplex with bq for rent.location: chevron lekki lagosrent: 6m per annumother charges:agency fee: 10%legal fee: 10%caution: 500kfeatures:- all rooms ensuite- fitted kitchen- air condition in all areas- dinning- jacuzzi- 24hrs security- industrial borehole- inverter/ solar panel- pantry- water heater- 1 room bq----------------------------------for enquire/inspection solomon: 07030598...,6000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
5 bedroom detached duplex for rent,"Chevron Drive, Lekki, Lagos",This is a very beautiful spacious and sophisticated 5 bedroom detached duplex located in a very serene and secure estate in chevron drive lekkirent 5 millioncaution 10%agency 10%legal 10%you would be very lucky to have this place at such a price because it's rare .. the car park can park up to 5 cars . hurr...,5000000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
4 bedroom terraced duplex for rent,"Chevron 2nd Toll Gate, Lekki, Lagos","To let4 bedroom terrace duplexprice: 4mlocation: chevron 2nd toll gate, lekkifeatures: en-suite rooms, microwave, oven, gas cooker, heat extractor, pantry, family lounge, walk-in-closet, in-built closet, jacuzzi, swimming pool, gym, kids play area, 24/7 power and securi...",4000000,4 Bathrooms,4 Bedrooms,3 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Mobolaji Johnson Estate, Lekki Phase 1, Lekki, Lagos","For rentlekki phase14 bedrooms semi detached duplex with 2 room bq in mobolaji johnson estate, lekki phase 1rent - n4...",4500000,4 Bathrooms,4 Bedrooms,4 Toilets,lekki
Office space for rent,"Maruwa, Lekki Phase 1, Lekki, Lagos",An office space to let in lekki phase 1.rent: n10mservice charge 10%agency 10%legal 10%caution fee ...,10000000,3 Bathrooms,,3 Toilets,lekki
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","Located in lekki phase 1, spacious 3 bedroom ensuite aprtment serviced with power available for rent at 4...",4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
1 bedroom mini flat for rent,"Gbara, Lekki, Lagos","Luxurious newly built a room and parlour self contain with is available for rent at gbara lekki lagos. well furnished with pop ceiling wadrope kitchen cabinets interlock compound gated fenced compound with security good access road standard room size prepaid meter water heater and alot more.rent:#1,000,000legal:#100,000agency:#100,000service charge:#200,000total:#1,400,...",1000000,,,2 Toilets,lekki
